month,n_questions,avg_body_len,avg_score,accept_rate,answered_rate,unique_askers
"2019-01-01 00:00:00","46","2302","0.8043478260869565","0.391304","0.73913","39"
"2019-02-01 00:00:00","41","1930.341463414634","1.170731707317073","0.317073","0.756097","40"
"2019-03-01 00:00:00","50","1632.48","1.26","0.36","0.76","41"
"2019-04-01 00:00:00","35","1418.9714285714285","0.45714285714285713","0.285714","0.657142","34"
"2019-05-01 00:00:00","31","1528.9354838709678","0.7741935483870968","0.225806","0.645161","31"
"2019-06-01 00:00:00","33","1753.6969696969697","0.9393939393939394","0.393939","0.636363","27"
"2019-07-01 00:00:00","40","1530.05","0.75","0.425","0.775","38"
"2019-08-01 00:00:00","42","1319.0714285714287","0.7857142857142857","0.47619","0.642857","36"
"2019-09-01 00:00:00","33","1223.1818181818182","0.6060606060606061","0.333333","0.787878","32"
"2019-10-01 00:00:00","57","2328.035087719298","0.8070175438596491","0.298245","0.666666","53"
"2019-11-01 00:00:00","41","1606.2439024390244","1.0731707317073171","0.292682","0.756097","38"
"2019-12-01 00:00:00","40","1603.95","0.925","0.4","0.775","37"
"2020-01-01 00:00:00","56","1894.7857142857142","1.1428571428571428","0.321428","0.625","51"
"2020-02-01 00:00:00","49","1857.8979591836735","1","0.163265","0.653061","46"
"2020-03-01 00:00:00","67","1751.7761194029852","1.3582089552238805","0.388059","0.686567","58"
"2020-04-01 00:00:00","73","1674.6986301369864","1.1369863013698631","0.356164","0.684931","67"
"2020-05-01 00:00:00","57","1398.5263157894738","2.5789473684210527","0.350877","0.631578","45"
"2020-06-01 00:00:00","66","2098.4848484848485","0.8787878787878788","0.393939","0.727272","54"
"2020-07-01 00:00:00","47","2357.553191489362","0.7446808510638298","0.361702","0.765957","42"
"2020-08-01 00:00:00","51","1640.2941176470588","0.7843137254901961","0.45098","0.784313","42"
"2020-09-01 00:00:00","48","1905.2291666666667","1.0625","0.4375","0.729166","44"
"2020-10-01 00:00:00","36","2284.3055555555557","1.0555555555555556","0.111111","0.5","36"
"2020-11-01 00:00:00","35","2296.8571428571427","1.3428571428571427","0.2","0.514285","33"
"2020-12-01 00:00:00","41","1622.5365853658536","0.4146341463414634","0.268292","0.682926","35"
"2021-01-01 00:00:00","53","1907.377358490566","1","0.226415","0.641509","43"
"2021-02-01 00:00:00","29","1931.1724137931035","0.9310344827586207","0.275862","0.655172","27"
"2021-03-01 00:00:00","40","1830.975","0.575","0.425","0.75","35"
"2021-04-01 00:00:00","41","1768.341463414634","0.9512195121951219","0.268292","0.682926","39"
"2021-05-01 00:00:00","49","1864.6938775510205","1.7142857142857142","0.306122","0.632653","37"
"2021-06-01 00:00:00","38","1136.1315789473683","0.47368421052631576","0.18421","0.605263","36"
"2021-07-01 00:00:00","48","1379.3541666666667","0.625","0.208333","0.666666","38"
"2021-08-01 00:00:00","53","2153.7924528301887","0.7358490566037735","0.396226","0.754716","45"
"2021-09-01 00:00:00","30","1935.4666666666667","0.8","0.133333","0.433333","30"
"2021-10-01 00:00:00","38","1532","0.8157894736842105","0.18421","0.526315","34"
"2021-11-01 00:00:00","30","1737.6333333333334","0.4666666666666667","0.266666","0.7","26"
"2021-12-01 00:00:00","23","2015.3478260869565","0.7391304347826086","0.304347","0.782608","22"
"2022-01-01 00:00:00","23","1769.8695652173913","0.5652173913043478","0.260869","0.608695","22"
"2022-02-01 00:00:00","29","1255.6206896551723","0.4827586206896552","0.310344","0.689655","28"
"2022-03-01 00:00:00","36","3075.3888888888887","0.6666666666666666","0.388888","0.666666","31"
"2022-04-01 00:00:00","39","1620.128205128205","0.5897435897435898","0.307692","0.717948","36"
"2022-05-01 00:00:00","42","2151.1666666666665","0.3333333333333333","0.428571","0.690476","36"
"2022-06-01 00:00:00","33","1266.030303030303","0.48484848484848486","0.242424","0.484848","29"
"2022-07-01 00:00:00","33","1704.8181818181818","0.6666666666666666","0.393939","0.727272","28"
"2022-08-01 00:00:00","38","1675.3684210526317","0.5526315789473685","0.394736","0.552631","35"
"2022-09-01 00:00:00","25","1394.68","0.52","0.28","0.56","23"
"2022-10-01 00:00:00","24","2336.5833333333335","0.9166666666666666","0.291666","0.625","23"
"2022-11-01 00:00:00","34","1142.6470588235295","0.4117647058823529","0.17647","0.735294","34"
"2022-12-01 00:00:00","21","1314.6666666666667","0.19047619047619047","0.190476","0.809523","21"
"2023-01-01 00:00:00","32","2423.96875","0.59375","0.0625","0.625","30"
"2023-02-01 00:00:00","36","2355.6388888888887","0.5277777777777778","0.166666","0.555555","35"
"2023-03-01 00:00:00","29","2427.1724137931033","0.20689655172413793","0.275862","0.586206","26"
"2023-04-01 00:00:00","28","3072.1785714285716","0.75","0.178571","0.5","25"
"2023-05-01 00:00:00","29","1988.6896551724137","0.8620689655172413","0.206896","0.413793","27"
"2023-06-01 00:00:00","25","3169.24","0.68","0.32","0.56","21"
